1st line,1304
2nd line,1246
3rd line,6237
3rd line automation,4709
3rd line Cloud,10595
3rd line IIS,3703
3rd line Powershell,8744
AWS,9719
Azure,7833
Bash,6579
C#,177
Cloud,7656
Helpdesk Manager,1988
IIS,28
ITIL,597
Jenkins,9631
Octopus,11308
Powershell,8744
Powershell dsc,11479
Python,3929
Teamcity,9716
Vmware,1809
Windows Devops,11195
Windows DevOps Lead,11482
Windows Devops Manager,11483
Windows Infrastructure Manager,11484
Windows SRE,11481
Windows web ops,11480
