AB Testing,9555
BI Dev,3498
BI Dev JNR,8398
BI Dev SNR,8303
BI Dev TL,8657
Clusters,7731
Data Analyst,514
Data Analyst JNR,7280
Data Analyst SNR,6817
Data Scientist,10620
Datawarehousing,252
Market Analysis,9923
MI Analyst,6443
MI Analyst SNR,8729
NoSQL,9435
Python,3929
R,10718
SQL Dev,1274
SQL Dev JNR,6916
SQL Dev SNR,1543
SQL Dev TL,7184
SSAS,5580
SSIS,4210
SSRS,5581
Stored Procedures,994
T-SQL,626
